session_id,video_id,trial_label,event_id,kind,hole_index,is_target,start_frame,end_frame,start_time_s,end_time_s,duration_s,point_used,min_nose_distance_cm,min_centroid_distance_cm,evidence_summary,source,auto_hole_index,auto_start_frame,auto_end_frame,tool_version,schema_version,parameters_hash
Salk Demo,vid_01,1,auto-investigation-h1-f3771,investigation,1,false,3771,3791,126,126.667,0.667,nose,1.24,3.07,"hole 1 (non-target). Event point within 1.5 × hole radius (3.7 cm) for 0.67 s, frames 3771–3791 (126.00 s–126.67 s). Nose used on 15 of 21 positioned frames, centroid on the rest. Closest approach: nose 1.2 cm, centroid 3.1 cm. Merged from 2 bouts at the same hole, the largest gap 0.13 s (merge gap 0.5 s).",auto,,,,barnestrack v0.1.0 (bc81fe7),1,9c3cf1d9fcc38f3dc9bab449a037d020df7a3542029a0517f7e4c318bb742c4d
Salk Demo,vid_01,1,auto-investigation-h4-f3938,investigation,4,false,3938,3955,131.567,132.133,0.566,nose,1.6,3.95,"hole 4 (non-target). Event point within 1.5 × hole radius (3.7 cm) for 0.57 s, frames 3938–3955 (131.57 s–132.13 s). Nose used on 18 of 18 positioned frames, centroid on the rest. Closest approach: nose 1.6 cm, centroid 3.9 cm.",auto,,,,barnestrack v0.1.0 (bc81fe7),1,9c3cf1d9fcc38f3dc9bab449a037d020df7a3542029a0517f7e4c318bb742c4d
Salk Demo,vid_01,1,auto-investigation-h5-f3973,investigation,5,false,3973,4003,132.733,133.733,1,nose,1.33,3.41,"hole 5 (non-target). Event point within 1.5 × hole radius (3.7 cm) for 1.00 s, frames 3973–4003 (132.73 s–133.73 s). Nose used on 29 of 31 positioned frames, centroid on the rest. Closest approach: nose 1.3 cm, centroid 3.4 cm.",auto,,,,barnestrack v0.1.0 (bc81fe7),1,9c3cf1d9fcc38f3dc9bab449a037d020df7a3542029a0517f7e4c318bb742c4d
Salk Demo,vid_01,1,auto-investigation-h6-f4012,investigation,6,false,4012,4049,134.033,135.267,1.234,centroid,1.95,2.95,"hole 6 (non-target). Event point within 1.5 × hole radius (3.7 cm) for 1.23 s, frames 4012–4049 (134.03 s–135.27 s). Nose used on 19 of 38 positioned frames, centroid on the rest. Closest approach: nose 2.0 cm, centroid 3.0 cm. Merged from 5 bouts at the same hole, the largest gap 0.20 s (merge gap 0.5 s).",auto,,,,barnestrack v0.1.0 (bc81fe7),1,9c3cf1d9fcc38f3dc9bab449a037d020df7a3542029a0517f7e4c318bb742c4d
Salk Demo,vid_01,1,auto-investigation-h6-f4064,investigation,6,false,4064,4083,135.8,136.4,0.6,nose,1.5,2.98,"hole 6 (non-target). Event point within 1.5 × hole radius (3.7 cm) for 0.60 s, frames 4064–4083 (135.80 s–136.40 s). Nose used on 12 of 20 positioned frames, centroid on the rest. Closest approach: nose 1.5 cm, centroid 3.0 cm. Merged from 4 bouts at the same hole, the largest gap 0.13 s (merge gap 0.5 s).",auto,,,,barnestrack v0.1.0 (bc81fe7),1,9c3cf1d9fcc38f3dc9bab449a037d020df7a3542029a0517f7e4c318bb742c4d
Salk Demo,vid_01,1,auto-investigation-h7-f4107,investigation,7,false,4107,4147,137.2,138.567,1.367,nose,2.11,3.73,"hole 7 (non-target). Event point within 1.5 × hole radius (3.7 cm) for 1.37 s, frames 4107–4147 (137.20 s–138.57 s). Nose used on 35 of 41 positioned frames, centroid on the rest. Closest approach: nose 2.1 cm, centroid 3.7 cm. Merged from 2 bouts at the same hole, the largest gap 0.27 s (merge gap 0.5 s).",auto,,,,barnestrack v0.1.0 (bc81fe7),1,9c3cf1d9fcc38f3dc9bab449a037d020df7a3542029a0517f7e4c318bb742c4d
Salk Demo,vid_01,1,auto-investigation-h8-f4159,investigation,8,false,4159,4200,138.967,140.333,1.366,nose,1.74,1.85,"hole 8 (non-target). Event point within 1.5 × hole radius (3.7 cm) for 1.37 s, frames 4159–4200 (138.97 s–140.33 s). Nose used on 30 of 42 positioned frames, centroid on the rest. Closest approach: nose 1.7 cm, centroid 1.8 cm. Merged from 7 bouts at the same hole, the largest gap 0.10 s (merge gap 0.5 s).",auto,,,,barnestrack v0.1.0 (bc81fe7),1,9c3cf1d9fcc38f3dc9bab449a037d020df7a3542029a0517f7e4c318bb742c4d
Salk Demo,vid_01,1,auto-investigation-h9-f4210,investigation,9,false,4210,4224,140.667,141.133,0.466,nose,1.82,2,"hole 9 (non-target). Event point within 1.5 × hole radius (3.7 cm) for 0.47 s, frames 4210–4224 (140.67 s–141.13 s). Nose used on 15 of 15 positioned frames, centroid on the rest. Closest approach: nose 1.8 cm, centroid 2.0 cm.",auto,,,,barnestrack v0.1.0 (bc81fe7),1,9c3cf1d9fcc38f3dc9bab449a037d020df7a3542029a0517f7e4c318bb742c4d
Salk Demo,vid_01,1,auto-investigation-h10-f4235,investigation,10,false,4235,4257,141.5,142.233,0.733,nose,2.34,4.25,"hole 10 (non-target). Event point within 1.5 × hole radius (3.7 cm) for 0.73 s, frames 4235–4257 (141.50 s–142.23 s). Nose used on 17 of 23 positioned frames, centroid on the rest. Closest approach: nose 2.3 cm, centroid 4.2 cm. Merged from 3 bouts at the same hole, the largest gap 0.20 s (merge gap 0.5 s).",auto,,,,barnestrack v0.1.0 (bc81fe7),1,9c3cf1d9fcc38f3dc9bab449a037d020df7a3542029a0517f7e4c318bb742c4d
Salk Demo,vid_01,1,auto-investigation-h11-f4273,investigation,11,false,4273,4293,142.767,143.433,0.666,nose,1.48,3.15,"hole 11 (non-target). Event point within 1.5 × hole radius (3.7 cm) for 0.67 s, frames 4273–4293 (142.77 s–143.43 s). Nose used on 14 of 21 positioned frames, centroid on the rest. Closest approach: nose 1.5 cm, centroid 3.1 cm. Merged from 2 bouts at the same hole, the largest gap 0.27 s (merge gap 0.5 s).",auto,,,,barnestrack v0.1.0 (bc81fe7),1,9c3cf1d9fcc38f3dc9bab449a037d020df7a3542029a0517f7e4c318bb742c4d
Salk Demo,vid_01,1,auto-investigation-h12-f4304,investigation,12,false,4304,4323,143.8,144.433,0.633,nose,1.66,4.21,"hole 12 (non-target). Event point within 1.5 × hole radius (3.7 cm) for 0.63 s, frames 4304–4323 (143.80 s–144.43 s). Nose used on 20 of 20 positioned frames, centroid on the rest. Closest approach: nose 1.7 cm, centroid 4.2 cm.",auto,,,,barnestrack v0.1.0 (bc81fe7),1,9c3cf1d9fcc38f3dc9bab449a037d020df7a3542029a0517f7e4c318bb742c4d
Salk Demo,vid_01,1,auto-investigation-h13-f4339,investigation,13,false,4339,4356,144.967,145.533,0.566,nose,1.56,3.74,"hole 13 (non-target). Event point within 1.5 × hole radius (3.7 cm) for 0.57 s, frames 4339–4356 (144.97 s–145.53 s). Nose used on 18 of 18 positioned frames, centroid on the rest. Closest approach: nose 1.6 cm, centroid 3.7 cm.",auto,,,,barnestrack v0.1.0 (bc81fe7),1,9c3cf1d9fcc38f3dc9bab449a037d020df7a3542029a0517f7e4c318bb742c4d
Salk Demo,vid_01,1,auto-investigation-h13-f4402,investigation,13,false,4402,4410,147.067,147.333,0.266,nose,1.43,4.37,"hole 13 (non-target). Event point within 1.5 × hole radius (3.7 cm) for 0.27 s, frames 4402–4410 (147.07 s–147.33 s). Nose used on 8 of 9 positioned frames, centroid on the rest. Closest approach: nose 1.4 cm, centroid 4.4 cm. Merged from 2 bouts at the same hole, the largest gap 0.07 s (merge gap 0.5 s).",auto,,,,barnestrack v0.1.0 (bc81fe7),1,9c3cf1d9fcc38f3dc9bab449a037d020df7a3542029a0517f7e4c318bb742c4d
Salk Demo,vid_01,1,auto-investigation-h14-f4433,investigation,14,false,4433,4464,148.1,149.133,1.033,nose,0.48,2.88,"hole 14 (non-target). Event point within 1.5 × hole radius (3.7 cm) for 1.03 s, frames 4433–4464 (148.10 s–149.13 s). Nose used on 31 of 32 positioned frames, centroid on the rest. Closest approach: nose 0.5 cm, centroid 2.9 cm.",auto,,,,barnestrack v0.1.0 (bc81fe7),1,9c3cf1d9fcc38f3dc9bab449a037d020df7a3542029a0517f7e4c318bb742c4d
Salk Demo,vid_01,1,auto-investigation-h15-f4472,investigation,15,false,4472,4516,149.433,150.9,1.467,nose,0.48,2.92,"hole 15 (non-target). Event point within 1.5 × hole radius (3.7 cm) for 1.47 s, frames 4472–4516 (149.43 s–150.90 s). Nose used on 25 of 45 positioned frames, centroid on the rest. Closest approach: nose 0.5 cm, centroid 2.9 cm. Merged from 3 bouts at the same hole, the largest gap 0.20 s (merge gap 0.5 s).",auto,,,,barnestrack v0.1.0 (bc81fe7),1,9c3cf1d9fcc38f3dc9bab449a037d020df7a3542029a0517f7e4c318bb742c4d
Salk Demo,vid_01,1,auto-investigation-h16-f4536,investigation,16,false,4536,4546,151.533,151.867,0.334,nose,2.18,4.07,"hole 16 (non-target). Event point within 1.5 × hole radius (3.7 cm) for 0.33 s, frames 4536–4546 (151.53 s–151.87 s). Nose used on 11 of 11 positioned frames, centroid on the rest. Closest approach: nose 2.2 cm, centroid 4.1 cm.",auto,,,,barnestrack v0.1.0 (bc81fe7),1,9c3cf1d9fcc38f3dc9bab449a037d020df7a3542029a0517f7e4c318bb742c4d
Salk Demo,vid_01,1,auto-investigation-h17-f4630,investigation,17,false,4630,4659,154.7,155.667,0.967,nose,0.99,4.69,"hole 17 (non-target). Event point within 1.5 × hole radius (3.7 cm) for 0.97 s, frames 4630–4659 (154.70 s–155.67 s). Nose used on 30 of 30 positioned frames, centroid on the rest. Closest approach: nose 1.0 cm, centroid 4.7 cm. Merged from 2 bouts at the same hole, the largest gap 0.07 s (merge gap 0.5 s).",auto,,,,barnestrack v0.1.0 (bc81fe7),1,9c3cf1d9fcc38f3dc9bab449a037d020df7a3542029a0517f7e4c318bb742c4d
Salk Demo,vid_01,1,auto-investigation-h4-f4934,investigation,4,false,4934,4993,164.833,166.833,2,nose,1.98,4.38,"hole 4 (non-target). Event point within 1.5 × hole radius (3.7 cm) for 2.00 s, frames 4934–4993 (164.83 s–166.83 s). Nose used on 60 of 60 positioned frames, centroid on the rest. Closest approach: nose 2.0 cm, centroid 4.4 cm.",auto,,,,barnestrack v0.1.0 (bc81fe7),1,9c3cf1d9fcc38f3dc9bab449a037d020df7a3542029a0517f7e4c318bb742c4d
Salk Demo,vid_01,1,auto-investigation-h5-f5042,investigation,5,false,5042,5073,168.467,169.5,1.033,nose,1.96,3.58,"hole 5 (non-target). Event point within 1.5 × hole radius (3.7 cm) for 1.03 s, frames 5042–5073 (168.47 s–169.50 s). Nose used on 24 of 32 positioned frames, centroid on the rest. Closest approach: nose 2.0 cm, centroid 3.6 cm. Merged from 3 bouts at the same hole, the largest gap 0.20 s (merge gap 0.5 s).",auto,,,,barnestrack v0.1.0 (bc81fe7),1,9c3cf1d9fcc38f3dc9bab449a037d020df7a3542029a0517f7e4c318bb742c4d
Salk Demo,vid_01,1,auto-investigation-h5-f5090,investigation,5,false,5090,5099,170.067,170.367,0.3,centroid,5.62,3.61,"hole 5 (non-target). Event point within 1.5 × hole radius (3.7 cm) for 0.30 s, frames 5090–5099 (170.07 s–170.37 s). Nose used on 1 of 10 positioned frames, centroid on the rest. Closest approach: nose 5.6 cm, centroid 3.6 cm. Merged from 2 bouts at the same hole, the largest gap 0.07 s (merge gap 0.5 s).",auto,,,,barnestrack v0.1.0 (bc81fe7),1,9c3cf1d9fcc38f3dc9bab449a037d020df7a3542029a0517f7e4c318bb742c4d
Salk Demo,vid_01,1,auto-investigation-h5-f5115,investigation,5,false,5115,5185,170.9,173.233,2.333,centroid,5.24,3.02,"hole 5 (non-target). Event point within 1.5 × hole radius (3.7 cm) for 2.33 s, frames 5115–5185 (170.90 s–173.23 s). Nose used on 14 of 71 positioned frames, centroid on the rest. Closest approach: nose 5.2 cm, centroid 3.0 cm. Merged from 5 bouts at the same hole, the largest gap 0.23 s (merge gap 0.5 s).",auto,,,,barnestrack v0.1.0 (bc81fe7),1,9c3cf1d9fcc38f3dc9bab449a037d020df7a3542029a0517f7e4c318bb742c4d
Salk Demo,vid_01,1,auto-investigation-h5-f5203,investigation,5,false,5203,5234,173.833,174.867,1.034,nose,3.43,3.7,"hole 5 (non-target). Event point within 1.5 × hole radius (3.7 cm) for 1.03 s, frames 5203–5234 (173.83 s–174.87 s). Nose used on 19 of 32 positioned frames, centroid on the rest. Closest approach: nose 3.4 cm, centroid 3.7 cm. Merged from 5 bouts at the same hole, the largest gap 0.20 s (merge gap 0.5 s).",auto,,,,barnestrack v0.1.0 (bc81fe7),1,9c3cf1d9fcc38f3dc9bab449a037d020df7a3542029a0517f7e4c318bb742c4d
Salk Demo,vid_01,1,auto-investigation-h5-f5265,investigation,5,false,5265,5459,175.9,182.4,6.5,centroid,2.27,3.22,"hole 5 (non-target). Event point within 1.5 × hole radius (3.7 cm) for 6.50 s, frames 5265–5459 (175.90 s–182.40 s). Nose used on 91 of 195 positioned frames, centroid on the rest. Closest approach: nose 2.3 cm, centroid 3.2 cm. Merged from 5 bouts at the same hole, the largest gap 0.30 s (merge gap 0.5 s).",auto,,,,barnestrack v0.1.0 (bc81fe7),1,9c3cf1d9fcc38f3dc9bab449a037d020df7a3542029a0517f7e4c318bb742c4d
Salk Demo,vid_01,1,auto-investigation-h5-f5520,investigation,5,false,5520,5534,184.433,184.9,0.467,centroid,,3.59,"hole 5 (non-target). Event point within 1.5 × hole radius (3.7 cm) for 0.47 s, frames 5520–5534 (184.43 s–184.90 s). Nose used on 0 of 15 positioned frames, centroid on the rest. Closest approach: centroid 3.6 cm; nose not available on any frame, so the nose distance is not recorded.",auto,,,,barnestrack v0.1.0 (bc81fe7),1,9c3cf1d9fcc38f3dc9bab449a037d020df7a3542029a0517f7e4c318bb742c4d
Salk Demo,vid_02,1,auto-investigation-h15-f88,investigation,15,false,88,120,5.873,8.008,2.135,nose,1.29,2.97,"hole 15 (non-target). Event point within 1.5 × hole radius (3.7 cm) for 2.14 s, frames 88–120 (5.87 s–8.01 s). Nose used on 30 of 33 positioned frames, centroid on the rest. Closest approach: nose 1.3 cm, centroid 3.0 cm. Merged from 2 bouts at the same hole, the largest gap 0.13 s (merge gap 0.5 s).",auto,,,,barnestrack v0.1.0 (bc81fe7),1,9c3cf1d9fcc38f3dc9bab449a037d020df7a3542029a0517f7e4c318bb742c4d
Salk Demo,vid_02,1,auto-investigation-h16-f127,investigation,16,false,127,172,8.475,11.478,3.003,nose,0.79,3.04,"hole 16 (non-target). Event point within 1.5 × hole radius (3.7 cm) for 3.00 s, frames 127–172 (8.48 s–11.48 s). Nose used on 46 of 46 positioned frames, centroid on the rest. Closest approach: nose 0.8 cm, centroid 3.0 cm.",auto,,,,barnestrack v0.1.0 (bc81fe7),1,9c3cf1d9fcc38f3dc9bab449a037d020df7a3542029a0517f7e4c318bb742c4d
Salk Demo,vid_02,1,auto-investigation-h15-f194,investigation,15,false,194,260,12.946,17.351,4.405,nose,0.91,1.52,"hole 15 (non-target). Event point within 1.5 × hole radius (3.7 cm) for 4.40 s, frames 194–260 (12.95 s–17.35 s). Nose used on 66 of 67 positioned frames, centroid on the rest. Closest approach: nose 0.9 cm, centroid 1.5 cm.",auto,,,,barnestrack v0.1.0 (bc81fe7),1,9c3cf1d9fcc38f3dc9bab449a037d020df7a3542029a0517f7e4c318bb742c4d
Salk Demo,vid_02,1,auto-investigation-h15-f276,investigation,15,false,276,336,18.418,22.422,4.004,nose,1.12,1.4,"hole 15 (non-target). Event point within 1.5 × hole radius (3.7 cm) for 4.00 s, frames 276–336 (18.42 s–22.42 s). Nose used on 58 of 61 positioned frames, centroid on the rest. Closest approach: nose 1.1 cm, centroid 1.4 cm.",auto,,,,barnestrack v0.1.0 (bc81fe7),1,9c3cf1d9fcc38f3dc9bab449a037d020df7a3542029a0517f7e4c318bb742c4d
Salk Demo,vid_02,1,auto-investigation-h15-f346,investigation,15,false,346,362,23.09,24.157,1.067,nose,1.28,1.1,"hole 15 (non-target). Event point within 1.5 × hole radius (3.7 cm) for 1.07 s, frames 346–362 (23.09 s–24.16 s). Nose used on 13 of 17 positioned frames, centroid on the rest. Closest approach: nose 1.3 cm, centroid 1.1 cm. Merged from 3 bouts at the same hole, the largest gap 0.20 s (merge gap 0.5 s).",auto,,,,barnestrack v0.1.0 (bc81fe7),1,9c3cf1d9fcc38f3dc9bab449a037d020df7a3542029a0517f7e4c318bb742c4d
Salk Demo,vid_02,1,auto-investigation-h14-f363,investigation,14,false,363,407,24.224,27.16,2.936,nose,1.41,2.45,"hole 14 (non-target). Event point within 1.5 × hole radius (3.7 cm) for 2.94 s, frames 363–407 (24.22 s–27.16 s). Nose used on 38 of 45 positioned frames, centroid on the rest. Closest approach: nose 1.4 cm, centroid 2.5 cm. Merged from 4 bouts at the same hole, the largest gap 0.47 s (merge gap 0.5 s).",auto,,,,barnestrack v0.1.0 (bc81fe7),1,9c3cf1d9fcc38f3dc9bab449a037d020df7a3542029a0517f7e4c318bb742c4d
Salk Demo,vid_02,1,auto-investigation-h1-f480,investigation,1,false,480,527,32.032,35.168,3.136,nose,0.67,2.17,"hole 1 (non-target). Event point within 1.5 × hole radius (3.7 cm) for 3.14 s, frames 480–527 (32.03 s–35.17 s). Nose used on 44 of 48 positioned frames, centroid on the rest. Closest approach: nose 0.7 cm, centroid 2.2 cm. Merged from 2 bouts at the same hole, the largest gap 0.33 s (merge gap 0.5 s).",auto,,,,barnestrack v0.1.0 (bc81fe7),1,9c3cf1d9fcc38f3dc9bab449a037d020df7a3542029a0517f7e4c318bb742c4d
Salk Demo,vid_02,1,auto-investigation-h2-f533,investigation,2,true,533,557,35.569,37.17,1.601,nose,0.33,2.42,"hole 2 (target). Event point within 1.5 × hole radius (3.7 cm) for 1.60 s, frames 533–557 (35.57 s–37.17 s). Nose used on 23 of 25 positioned frames, centroid on the rest. Closest approach: nose 0.3 cm, centroid 2.4 cm. Merged from 2 bouts at the same hole, the largest gap 0.20 s (merge gap 0.5 s).",auto,,,,barnestrack v0.1.0 (bc81fe7),1,9c3cf1d9fcc38f3dc9bab449a037d020df7a3542029a0517f7e4c318bb742c4d
Salk Demo,vid_02,1,auto-investigation-h2-f571,investigation,2,true,571,663,38.105,44.244,6.139,nose,0.75,0.86,"hole 2 (target). Event point within 1.5 × hole radius (3.7 cm) for 6.14 s, frames 571–663 (38.10 s–44.24 s). Nose used on 90 of 93 positioned frames, centroid on the rest. Closest approach: nose 0.8 cm, centroid 0.9 cm. Merged from 3 bouts at the same hole, the largest gap 0.20 s (merge gap 0.5 s).",auto,,,,barnestrack v0.1.0 (bc81fe7),1,9c3cf1d9fcc38f3dc9bab449a037d020df7a3542029a0517f7e4c318bb742c4d
Salk Demo,vid_02,1,auto-investigation-h2-f673,investigation,2,true,673,700,44.845,46.713,1.868,nose,0.35,0.65,"hole 2 (target). Event point within 1.5 × hole radius (3.7 cm) for 1.87 s, frames 673–700 (44.84 s–46.71 s). Nose used on 22 of 28 positioned frames, centroid on the rest. Closest approach: nose 0.3 cm, centroid 0.6 cm. Merged from 3 bouts at the same hole, the largest gap 0.27 s (merge gap 0.5 s).",auto,,,,barnestrack v0.1.0 (bc81fe7),1,9c3cf1d9fcc38f3dc9bab449a037d020df7a3542029a0517f7e4c318bb742c4d
Salk Demo,vid_02,1,auto-escape_entry-h2-f701,escape_entry,2,true,701,740,46.78,49.316,2.536,nose,0.35,0.65,"Escape-box entry marked by the user from frame 701 (46.78 s): the animal is in the escape box at the target hole 2 by assertion; persistent (to the end of the video), so the trial ends here. The animal was last positioned 3.0 cm from the centre of its nearest hole (1.22 × hole radius; entry radius 1 ×), so the track does not put it at any hole when the range begins: the entry is kept as marked and flagged for review. Closest approach: nose 0.3 cm, centroid 0.6 cm.",auto,,,,barnestrack v0.1.0 (bc81fe7),1,9c3cf1d9fcc38f3dc9bab449a037d020df7a3542029a0517f7e4c318bb742c4d
Salk Demo,vid_03,1,auto-investigation-h1-f150,investigation,1,false,150,221,5,7.367,2.367,nose,1.63,1.57,"hole 1 (non-target). Event point within 1.5 × hole radius (3.7 cm) for 2.37 s, frames 150–221 (5.00 s–7.37 s). Nose used on 72 of 72 positioned frames, centroid on the rest. Closest approach: nose 1.6 cm, centroid 1.6 cm. Merged from 2 bouts at the same hole, the largest gap 0.17 s (merge gap 0.5 s).",auto,,,,barnestrack v0.1.0 (bc81fe7),1,9c3cf1d9fcc38f3dc9bab449a037d020df7a3542029a0517f7e4c318bb742c4d
Salk Demo,vid_03,1,auto-investigation-h2-f266,investigation,2,true,266,409,8.867,13.667,4.8,centroid,0.84,0.32,"hole 2 (target). Event point within 1.5 × hole radius (3.7 cm) for 4.80 s, frames 266–409 (8.87 s–13.67 s). Nose used on 60 of 144 positioned frames, centroid on the rest. Closest approach: nose 0.8 cm, centroid 0.3 cm. Merged from 4 bouts at the same hole, the largest gap 0.23 s (merge gap 0.5 s).",auto,,,,barnestrack v0.1.0 (bc81fe7),1,9c3cf1d9fcc38f3dc9bab449a037d020df7a3542029a0517f7e4c318bb742c4d
Salk Demo,vid_03,1,auto-investigation-h4-f533,investigation,4,false,533,640,17.8,21.367,3.567,nose,2.07,0.68,"hole 4 (non-target). Event point within 1.5 × hole radius (3.7 cm) for 3.57 s, frames 533–640 (17.80 s–21.37 s). Nose used on 75 of 108 positioned frames, centroid on the rest. Closest approach: nose 2.1 cm, centroid 0.7 cm. Merged from 4 bouts at the same hole, the largest gap 0.40 s (merge gap 0.5 s).",auto,,,,barnestrack v0.1.0 (bc81fe7),1,9c3cf1d9fcc38f3dc9bab449a037d020df7a3542029a0517f7e4c318bb742c4d
Salk Demo,vid_03,1,auto-investigation-h3-f691,investigation,3,false,691,729,23.1,24.333,1.233,nose,1.17,4.15,"hole 3 (non-target). Event point within 1.5 × hole radius (3.7 cm) for 1.23 s, frames 691–729 (23.10 s–24.33 s). Nose used on 39 of 39 positioned frames, centroid on the rest. Closest approach: nose 1.2 cm, centroid 4.2 cm.",auto,,,,barnestrack v0.1.0 (bc81fe7),1,9c3cf1d9fcc38f3dc9bab449a037d020df7a3542029a0517f7e4c318bb742c4d
Salk Demo,vid_03,1,auto-investigation-h2-f740,investigation,2,true,740,904,24.733,30.2,5.467,nose,1.61,2.53,"hole 2 (target). Event point within 1.5 × hole radius (3.7 cm) for 5.47 s, frames 740–904 (24.73 s–30.20 s). Nose used on 110 of 165 positioned frames, centroid on the rest. Closest approach: nose 1.6 cm, centroid 2.5 cm.",auto,,,,barnestrack v0.1.0 (bc81fe7),1,9c3cf1d9fcc38f3dc9bab449a037d020df7a3542029a0517f7e4c318bb742c4d
